ElectionName,PrecinctNumber,WardNumber,Party,Votes
General Election,141,2,IND,27
General Election,141,2,IND,12
General Election,141,2,IND,33
General Election,141,2,IND,7
General Election,141,2,IND,654
General Election,141,2,IND,52
General Election,141,2,IND,185
General Election,141,2,IND,589
General Election,141,2,IND,230
General Election,141,2,DEM,2406
General Election,141,2,DEM,2073
General Election,141,2,DEM,938
General Election,141,2,DEM,1554
General Election,141,2,DEM,1850
General Election,141,2,DEM,1820
General Election,143,2,REP,211
General Election,143,2,REP,213
General Election,143,2,REP,262
General Election,143,2,LIB,23
General Election,143,2,LIB,117
General Election,143,2,LIB,75
General Election,143,2,IND,4
General Election,143,2,IND,2
General Election,143,2,IND,32
General Election,143,2,IND,34
General Election,143,2,IND,51
General Election,143,2,IND,47
General Election,143,2,IND,464
General Election,143,2,IND,120
General Election,143,2,IND,45
General Election,143,2,IND,11
General Election,143,2,IND,320
General Election,143,2,IND,90
General Election,143,2,IND,33
General Election,143,2,IND,14
General Election,143,2,IND,6
General Election,143,2,IND,40
General Election,143,2,IND,18
General Election,143,2,IND,27
General Election,143,2,IND,29
General Election,143,2,IND,84
General Election,143,2,IND,24
General Election,143,2,IND,10
General Election,143,2,IND,42
General Election,143,2,IND,18
General Election,143,2,IND,272
General Election,143,2,IND,44
General Election,143,2,IND,277
General Election,143,2,IND,159
General Election,143,2,IND,219
General Election,143,2,DEM,1558
General Election,143,2,DEM,1323
General Election,143,2,DEM,658
General Election,143,2,DEM,1112
General Election,143,2,DEM,1212
General Election,143,2,DEM,1182
General Election,7,3,REP,218
General Election,7,3,REP,213
General Election,7,3,REP,285
General Election,7,3,LIB,18
General Election,7,3,LIB,103
General Election,7,3,LIB,56
General Election,7,3,IND,1
General Election,7,3,IND,4
General Election,7,3,IND,31
General Election,7,3,IND,25
General Election,7,3,IND,57
General Election,7,3,IND,56
General Election,7,3,IND,391
General Election,7,3,IND,120
General Election,7,3,IND,35
General Election,7,3,IND,10
General Election,7,3,IND,446
General Election,7,3,IND,46
General Election,7,3,IND,17
General Election,7,3,IND,22
General Election,7,3,IND,8
General Election,7,3,IND,39
General Election,7,3,IND,7
General Election,7,3,IND,14
General Election,7,3,IND,21
General Election,7,3,IND,82
General Election,7,3,IND,22
General Election,7,3,IND,1
General Election,7,3,IND,46
General Election,7,3,IND,19
General Election,7,3,IND,254
General Election,7,3,IND,37
General Election,7,3,IND,203
General Election,7,3,DEM,1334
General Election,7,3,DEM,1100
General Election,7,3,DEM,481
General Election,7,3,DEM,987
General Election,7,3,DEM,881
General Election,8,3,REP,372
General Election,8,3,REP,431
General Election,8,3,REP,546
General Election,8,3,LIB,33
General Election,8,3,LIB,207
General Election,8,3,LIB,87
General Election,8,3,IND,4
General Election,8,3,IND,2
General Election,8,3,IND,113
General Election,8,3,IND,116
General Election,8,3,IND,32
General Election,8,3,IND,41
General Election,8,3,IND,147
General Election,8,3,IND,28
General Election,8,3,IND,34
General Election,8,3,IND,15
General Election,8,3,IND,31
General Election,8,3,IND,5
General Election,8,3,IND,19
General Election,8,3,IND,21
General Election,8,3,IND,117
General Election,8,3,IND,1132
General Election,8,3,IND,11
General Election,8,3,IND,60
General Election,8,3,IND,301
General Election,8,3,IND,858
General Election,8,3,IND,37
General Election,8,3,IND,604
General Election,8,3,IND,7
General Election,8,3,IND,162
General Election,8,3,IND,9
General Election,8,3,IND,46
General Election,8,3,IND,403
General Election,8,3,DEM,2757
General Election,8,3,DEM,2356
General Election,8,3,DEM,895
General Election,8,3,DEM,1998
General Election,8,3,DEM,1753
General Election,9,3,REP,291
General Election,9,3,REP,303
General Election,9,3,REP,364
General Election,9,3,LIB,11
General Election,9,3,LIB,114
General Election,9,3,LIB,28
General Election,9,3,IND,2
General Election,9,3,IND,0
General Election,9,3,IND,23
General Election,9,3,IND,11
General Election,9,3,IND,63
General Election,9,3,IND,58
General Election,9,3,IND,362
General Election,9,3,IND,150
General Election,9,3,IND,33
General Election,9,3,IND,7
General Election,9,3,IND,679
General Election,9,3,IND,37
General Election,9,3,IND,13
General Election,9,3,IND,4
General Election,9,3,IND,3
General Election,9,3,IND,16
General Election,9,3,IND,9
General Election,9,3,IND,9
General Election,9,3,IND,18
General Election,9,3,IND,38
General Election,9,3,IND,15
General Election,9,3,IND,11
General Election,9,3,IND,40
General Election,9,3,IND,7
General Election,9,3,IND,181
General Election,9,3,IND,20
General Election,9,3,IND,239
General Election,9,3,DEM,1256
General Election,9,3,DEM,1072
General Election,9,3,DEM,387
General Election,9,3,DEM,844
General Election,9,3,DEM,720
General Election,10,3,REP,247
General Election,10,3,REP,274
General Election,10,3,REP,327
General Election,10,3,LIB,14
General Election,10,3,LIB,103
General Election,10,3,LIB,41
General Election,10,3,IND,2
General Election,10,3,IND,5
General Election,10,3,IND,67
General Election,10,3,IND,72
General Election,10,3,IND,20
General Election,10,3,IND,31
General Election,10,3,IND,110
General Election,10,3,IND,26
General Election,10,3,IND,15
General Election,10,3,IND,13
General Election,10,3,IND,50
General Election,10,3,IND,5
General Election,10,3,IND,11
General Election,10,3,IND,7
General Election,10,3,IND,48
General Election,10,3,IND,756
General Election,10,3,IND,8
General Election,10,3,IND,53
General Election,10,3,IND,177
General Election,10,3,IND,597
General Election,10,3,IND,32
General Election,10,3,IND,351
General Election,10,3,IND,18
General Election,10,3,IND,73
General Election,10,3,IND,15
General Election,10,3,IND,29
General Election,10,3,IND,257
General Election,10,3,DEM,1952
General Election,10,3,DEM,1670
General Election,10,3,DEM,692
General Election,10,3,DEM,1486
General Election,10,3,DEM,1266
General Election,11,3,REP,326
General Election,11,3,REP,370
General Election,11,3,REP,459
General Election,11,3,LIB,38
General Election,11,3,LIB,181
General Election,11,3,LIB,87
General Election,11,3,IND,10
General Election,11,3,IND,10
General Election,11,3,IND,62
General Election,11,3,IND,39
General Election,11,3,IND,120
General Election,11,3,IND,89
General Election,11,3,IND,980
General Election,11,3,IND,211
General Election,11,3,IND,120
General Election,11,3,IND,9
General Election,11,3,IND,850
General Election,11,3,IND,207
General Election,11,3,IND,32
General Election,11,3,IND,29
General Election,11,3,IND,10
General Election,11,3,IND,92
General Election,11,3,IND,18
General Election,11,3,IND,33
General Election,11,3,IND,89
General Election,11,3,IND,219
General Election,11,3,IND,36
General Election,11,3,IND,10
General Election,11,3,IND,89
General Election,11,3,IND,40
General Election,11,3,IND,934
General Election,11,3,IND,63
General Election,11,3,IND,387
General Election,11,3,DEM,3407
General Election,11,3,DEM,2855
General Election,11,3,DEM,1369
General Election,11,3,DEM,2575
General Election,11,3,DEM,2455
General Election,12,3,REP,104
General Election,12,3,REP,121
General Election,12,3,REP,156
General Election,12,3,LIB,6
General Election,12,3,LIB,47
General Election,12,3,LIB,27
General Election,12,3,IND,3
General Election,12,3,IND,0
General Election,12,3,IND,32
General Election,12,3,IND,42
General Election,12,3,IND,4
General Election,12,3,IND,9
General Election,12,3,IND,47
General Election,12,3,IND,10
General Election,12,3,IND,11
General Election,12,3,IND,1
General Election,12,3,IND,11
General Election,12,3,IND,4
General Election,12,3,IND,4
General Election,12,3,IND,7
General Election,12,3,IND,19
General Election,12,3,IND,296
General Election,12,3,IND,5
General Election,12,3,IND,16
General Election,12,3,IND,45
General Election,12,3,IND,185
General Election,12,3,IND,12
General Election,12,3,IND,117
General Election,12,3,IND,4
General Election,12,3,IND,20
General Election,12,3,IND,2
General Election,12,3,IND,4
General Election,12,3,IND,108
General Election,12,3,DEM,646
General Election,12,3,DEM,539
General Election,12,3,DEM,211
General Election,12,3,DEM,479
General Election,12,3,DEM,427
General Election,26,3,REP,226
General Election,26,3,REP,251
General Election,26,3,REP,322
General Election,26,3,LIB,19
General Election,26,3,LIB,128
General Election,26,3,LIB,85
General Election,26,3,IND,6
General Election,26,3,IND,5
General Election,26,3,IND,65
General Election,26,3,IND,89
General Election,26,3,IND,28
General Election,26,3,IND,41
General Election,26,3,IND,228
General Election,26,3,IND,82
General Election,26,3,IND,33
General Election,26,3,IND,22
General Election,26,3,IND,54
General Election,26,3,IND,10
General Election,26,3,IND,30
General Election,26,3,IND,14
General Election,26,3,IND,146
General Election,26,3,IND,804
General Election,26,3,IND,7
General Election,26,3,IND,71
General Election,26,3,IND,117
General Election,26,3,IND,1104
General Election,26,3,IND,72
General Election,26,3,IND,979
General Election,26,3,IND,13
General Election,26,3,IND,106
General Election,26,3,IND,16
General Election,26,3,IND,37
General Election,26,3,IND,261
General Election,26,3,DEM,3098
General Election,26,3,DEM,2702
General Election,26,3,DEM,1172
General Election,26,3,DEM,2403
General Election,26,3,DEM,2241
General Election,27,3,REP,142
General Election,27,3,REP,161
General Election,27,3,REP,222
General Election,27,3,LIB,11
General Election,27,3,LIB,87
General Election,27,3,LIB,35
General Election,27,3,IND,0
General Election,27,3,IND,6
General Election,27,3,IND,35
General Election,27,3,IND,15
General Election,27,3,IND,73
General Election,27,3,IND,40
General Election,27,3,IND,932
General Election,27,3,IND,122
General Election,27,3,IND,50
General Election,27,3,IND,6
General Election,27,3,IND,811
General Election,27,3,IND,105
General Election,27,3,IND,10
General Election,27,3,IND,18
General Election,27,3,IND,3
General Election,27,3,IND,38
General Election,27,3,IND,6
General Election,27,3,IND,25
General Election,27,3,IND,47
General Election,27,3,IND,170
General Election,27,3,IND,27
General Election,27,3,IND,15
General Election,27,3,IND,94
General Election,27,3,IND,12
General Election,27,3,IND,781
General Election,27,3,IND,47
General Election,27,3,IND,248
General Election,27,3,DEM,2403
General Election,27,3,DEM,2051
General Election,27,3,DEM,737
General Election,27,3,DEM,1745
General Election,27,3,DEM,1520
General Election,28,3,REP,303
General Election,28,3,REP,301
General Election,28,3,REP,332
General Election,28,3,LIB,18
General Election,28,3,LIB,107
General Election,28,3,LIB,54
General Election,28,3,IND,8
General Election,28,3,IND,6
General Election,28,3,IND,78
General Election,28,3,IND,98
General Election,28,3,IND,25
General Election,28,3,IND,35
General Election,28,3,IND,149
General Election,28,3,IND,32
General Election,28,3,IND,31
General Election,28,3,IND,11
General Election,28,3,IND,61
General Election,28,3,IND,7
General Election,28,3,IND,27
General Election,28,3,IND,24
General Election,28,3,IND,89
General Election,28,3,IND,783
General Election,28,3,IND,9
General Election,28,3,IND,101
General Election,28,3,IND,191
General Election,28,3,IND,752
General Election,28,3,IND,63
General Election,28,3,IND,610
General Election,28,3,IND,18
General Election,28,3,IND,62
General Election,28,3,IND,16
General Election,28,3,IND,45
General Election,28,3,IND,275
General Election,28,3,DEM,2512
General Election,28,3,DEM,2212
General Election,28,3,DEM,966
General Election,28,3,DEM,1940
General Election,28,3,DEM,1713
General Election,29,3,REP,99
General Election,29,3,REP,101
General Election,29,3,REP,131
General Election,29,3,LIB,9
General Election,29,3,LIB,50
General Election,29,3,LIB,36
General Election,29,3,IND,1
General Election,29,3,IND,3
General Election,29,3,IND,31
General Election,29,3,IND,12
General Election,29,3,IND,47
General Election,29,3,IND,28
General Election,29,3,IND,450
General Election,29,3,IND,89
General Election,29,3,IND,42
General Election,29,3,IND,11
General Election,29,3,IND,389
General Election,29,3,IND,62
General Election,29,3,IND,8
General Election,29,3,IND,12
General Election,29,3,IND,1
General Election,29,3,IND,36
General Election,29,3,IND,9
General Election,29,3,IND,14
General Election,29,3,IND,35
General Election,29,3,IND,63
General Election,29,3,IND,18
General Election,29,3,IND,4
General Election,29,3,IND,47
General Election,29,3,IND,12
General Election,29,3,IND,356
General Election,29,3,IND,41
General Election,29,3,IND,169
General Election,29,3,DEM,1404
General Election,29,3,DEM,1211
General Election,29,3,DEM,537
General Election,29,3,DEM,1076
General Election,29,3,DEM,982
General Election,30,3,REP,123
General Election,30,3,REP,177
General Election,30,3,REP,162
General Election,30,3,LIB,19
General Election,30,3,LIB,68
General Election,30,3,LIB,30
General Election,30,3,IND,0
General Election,30,3,IND,5
General Election,30,3,IND,27
General Election,30,3,IND,83
General Election,30,3,IND,7
General Election,30,3,IND,22
General Election,30,3,IND,67
General Election,30,3,IND,15
General Election,30,3,IND,8
General Election,30,3,IND,4
General Election,30,3,IND,20
General Election,30,3,IND,5
General Election,30,3,IND,7
General Election,30,3,IND,11
General Election,30,3,IND,57
General Election,30,3,IND,439
General Election,30,3,IND,7
General Election,30,3,IND,31
General Election,30,3,IND,72
General Election,30,3,IND,560
General Election,30,3,IND,18
General Election,30,3,IND,364
General Election,30,3,IND,0
General Election,30,3,IND,37
General Election,30,3,IND,6
General Election,30,3,IND,17
General Election,30,3,IND,170
General Election,30,3,DEM,1315
General Election,30,3,DEM,1127
General Election,30,3,DEM,464
General Election,30,3,DEM,1002
General Election,30,3,DEM,842
General Election,31,3,REP,208
General Election,31,3,REP,266
General Election,31,3,REP,288
General Election,31,3,LIB,22
General Election,31,3,LIB,108
General Election,31,3,LIB,48
General Election,31,3,IND,2
General Election,31,3,IND,4
General Election,31,3,IND,30
General Election,31,3,IND,23
General Election,31,3,IND,88
General Election,31,3,IND,58
General Election,31,3,IND,864
General Election,31,3,IND,131
General Election,31,3,IND,52
General Election,31,3,IND,7
General Election,31,3,IND,669
General Election,31,3,IND,104
General Election,31,3,IND,10
General Election,31,3,IND,16
General Election,31,3,IND,4
General Election,31,3,IND,31
General Election,31,3,IND,15
General Election,31,3,IND,33
General Election,31,3,IND,29
General Election,31,3,IND,121
General Election,31,3,IND,31
General Election,31,3,IND,13
General Election,31,3,IND,69
General Election,31,3,IND,6
General Election,31,3,IND,790
General Election,31,3,IND,50
General Election,31,3,IND,348
General Election,31,3,DEM,2401
General Election,31,3,DEM,2083
General Election,31,3,DEM,990
General Election,31,3,DEM,1802
General Election,31,3,DEM,1530
General Election,32,3,REP,198
General Election,32,3,REP,230
General Election,32,3,REP,263
General Election,32,3,LIB,25
General Election,32,3,LIB,104
General Election,32,3,LIB,45
General Election,32,3,IND,3
General Election,32,3,IND,5
General Election,32,3,IND,64
General Election,32,3,IND,47
General Election,32,3,IND,20
General Election,32,3,IND,37
General Election,32,3,IND,199
General Election,32,3,IND,37
General Election,32,3,IND,30
General Election,32,3,IND,12
General Election,32,3,IND,45
General Election,32,3,IND,8
General Election,32,3,IND,18
General Election,32,3,IND,8
General Election,32,3,IND,119
General Election,32,3,IND,879
General Election,32,3,IND,9
General Election,32,3,IND,63
General Election,32,3,IND,198
General Election,32,3,IND,948
General Election,32,3,IND,79
General Election,32,3,IND,869
General Election,32,3,IND,19
General Election,32,3,IND,68
General Election,32,3,IND,9
General Election,32,3,IND,34
General Election,32,3,IND,233
General Election,32,3,DEM,2726
General Election,32,3,DEM,2372
General Election,32,3,DEM,974
General Election,32,3,DEM,2066
General Election,32,3,DEM,1818
General Election,33,3,REP,179
General Election,33,3,REP,209
General Election,33,3,REP,244
General Election,33,3,LIB,28
General Election,33,3,LIB,96
General Election,33,3,LIB,38
General Election,33,3,IND,5
General Election,33,3,IND,2
General Election,33,3,IND,44
General Election,33,3,IND,21
General Election,33,3,IND,71
General Election,33,3,IND,69
General Election,33,3,IND,1033
General Election,33,3,IND,152
General Election,33,3,IND,69
General Election,33,3,IND,13
General Election,33,3,IND,851
General Election,33,3,IND,141
General Election,33,3,IND,16
General Election,33,3,IND,11
General Election,33,3,IND,7
General Election,33,3,IND,55
General Election,33,3,IND,13
General Election,33,3,IND,29
General Election,33,3,IND,66
General Election,33,3,IND,185
General Election,33,3,IND,29
General Election,33,3,IND,13
General Election,33,3,IND,104
General Election,33,3,IND,18
General Election,33,3,IND,943
General Election,33,3,IND,57
General Election,33,3,IND,258
General Election,33,3,DEM,2873
General Election,33,3,DEM,2482
General Election,33,3,DEM,1154
General Election,33,3,DEM,2218
General Election,33,3,DEM,1977
General Election,34,3,REP,253
General Election,34,3,REP,266
General Election,34,3,REP,309
General Election,34,3,LIB,31
General Election,34,3,LIB,135
General Election,34,3,LIB,98
General Election,34,3,IND,6
General Election,34,3,IND,10
General Election,34,3,IND,107
General Election,34,3,IND,96
General Election,34,3,IND,32
General Election,34,3,IND,49
General Election,34,3,IND,258
General Election,34,3,IND,120
General Election,34,3,IND,43
General Election,34,3,IND,15
General Election,34,3,IND,90
General Election,34,3,IND,11
General Election,34,3,IND,48
General Election,34,3,IND,24
General Election,34,3,IND,245
General Election,34,3,IND,929
General Election,34,3,IND,14
General Election,34,3,IND,95
General Election,34,3,IND,224
General Election,34,3,IND,1262
General Election,34,3,IND,90
General Election,34,3,IND,1385
General Election,34,3,IND,36
General Election,34,3,IND,100
General Election,34,3,IND,17
General Election,34,3,IND,31
General Election,34,3,IND,347
General Election,34,3,DEM,4133
General Election,34,3,DEM,3581
General Election,34,3,DEM,1714
General Election,34,3,DEM,3224
General Election,34,3,DEM,3002
General Election,50,3,REP,192
General Election,50,3,REP,216
General Election,50,3,REP,266
General Election,50,3,LIB,17
General Election,50,3,LIB,93
General Election,50,3,LIB,29
General Election,50,3,IND,6
General Election,50,3,IND,3
General Election,50,3,IND,51
General Election,50,3,IND,53
General Election,50,3,IND,22
General Election,50,3,IND,45
General Election,50,3,IND,128
General Election,50,3,IND,56
General Election,50,3,IND,21
General Election,50,3,IND,12
General Election,50,3,IND,36
General Election,50,3,IND,6
General Election,50,3,IND,10
General Election,50,3,IND,16
General Election,50,3,IND,102
General Election,50,3,IND,681
General Election,50,3,IND,10
General Election,50,3,IND,64
General Election,50,3,IND,211
General Election,50,3,IND,735
General Election,50,3,IND,43
General Election,50,3,IND,642
General Election,50,3,IND,10
General Election,50,3,IND,42
General Election,50,3,IND,13
General Election,50,3,IND,30
General Election,50,3,IND,194
General Election,50,3,DEM,2231
General Election,50,3,DEM,1917
General Election,50,3,DEM,877
General Election,50,3,DEM,1659
General Election,50,3,DEM,1544
General Election,136,3,REP,56
General Election,136,3,REP,47
General Election,136,3,REP,63
General Election,136,3,LIB,8
General Election,136,3,LIB,30
General Election,136,3,LIB,17
General Election,136,3,IND,1
General Election,136,3,IND,1
General Election,136,3,IND,15
General Election,136,3,IND,17
General Election,136,3,IND,6
General Election,136,3,IND,9
General Election,136,3,IND,48
General Election,136,3,IND,25
General Election,136,3,IND,14
General Election,136,3,IND,1
General Election,136,3,IND,25
General Election,136,3,IND,2
General Election,136,3,IND,6
General Election,136,3,IND,4
General Election,136,3,IND,46
General Election,136,3,IND,175
General Election,136,3,IND,2
General Election,136,3,IND,25
General Election,136,3,IND,56
General Election,136,3,IND,259
General Election,136,3,IND,16
General Election,136,3,IND,277
General Election,136,3,IND,5
General Election,136,3,IND,28
General Election,136,3,IND,3
General Election,136,3,IND,8
General Election,136,3,IND,71
General Election,136,3,DEM,794
General Election,136,3,DEM,702
General Election,136,3,DEM,321
General Election,136,3,DEM,639
General Election,136,3,DEM,589
General Election,138,3,REP,168
General Election,138,3,REP,183
General Election,138,3,REP,210
General Election,138,3,LIB,17
General Election,138,3,LIB,99
General Election,138,3,LIB,50
General Election,138,3,IND,1
General Election,138,3,IND,3
General Election,138,3,IND,62
General Election,138,3,IND,47
General Election,138,3,IND,18
General Election,138,3,IND,21
General Election,138,3,IND,96
General Election,138,3,IND,49
General Election,138,3,IND,27
General Election,138,3,IND,7
General Election,138,3,IND,37
General Election,138,3,IND,13
General Election,138,3,IND,13
General Election,138,3,IND,20
General Election,138,3,IND,115
General Election,138,3,IND,714
General Election,138,3,IND,7
General Election,138,3,IND,59
General Election,138,3,IND,158
General Election,138,3,IND,683
General Election,138,3,IND,47
General Election,138,3,IND,587
General Election,138,3,IND,20
General Election,138,3,IND,43
General Election,138,3,IND,10
General Election,138,3,IND,26
General Election,138,3,IND,181
General Election,138,3,DEM,2155
General Election,138,3,DEM,1862
General Election,138,3,DEM,849
General Election,138,3,DEM,1624
General Election,138,3,DEM,1506
General Election,45,4,REP,55
General Election,45,4,REP,44
General Election,45,4,REP,77
General Election,45,4,LIB,10
General Election,45,4,LIB,35
General Election,45,4,LIB,16
General Election,45,4,IND,3
General Election,45,4,IND,4
General Election,45,4,IND,29
General Election,45,4,IND,10
General Election,45,4,IND,30
General Election,45,4,IND,15
General Election,45,4,IND,529
General Election,45,4,IND,431
General Election,45,4,IND,54
General Election,45,4,IND,8
General Election,45,4,IND,250
General Election,45,4,IND,113
General Election,45,4,IND,13
General Election,45,4,IND,15
General Election,45,4,IND,18
General Election,45,4,IND,28
General Election,45,4,IND,9
General Election,45,4,IND,12
General Election,45,4,IND,74
General Election,45,4,IND,117
General Election,45,4,IND,17
General Election,45,4,IND,3
General Election,45,4,IND,12
General Election,45,4,IND,36
General Election,45,4,IND,595
General Election,45,4,IND,34
General Election,45,4,IND,104
General Election,45,4,DEM,1937
General Election,45,4,DEM,1760
General Election,45,4,DEM,865
General Election,45,4,DEM,1817
General Election,45,4,DEM,1538
General Election,45,4,DEM,1529
General Election,46,4,REP,75
General Election,46,4,REP,58
General Election,46,4,REP,87
General Election,46,4,LIB,7
General Election,46,4,LIB,38
General Election,46,4,LIB,24
General Election,46,4,IND,3
General Election,46,4,IND,11
General Election,46,4,IND,18
General Election,46,4,IND,51
General Election,46,4,IND,11
General Election,46,4,IND,31
General Election,46,4,IND,140
General Election,46,4,IND,73
General Election,46,4,IND,21
General Election,46,4,IND,13
General Election,46,4,IND,39
General Election,46,4,IND,22
General Election,46,4,IND,16
General Election,46,4,IND,13
General Election,46,4,IND,156
General Election,46,4,IND,322
General Election,46,4,IND,16
General Election,46,4,IND,70
General Election,46,4,IND,628
General Election,46,4,IND,594
General Election,46,4,IND,37
General Election,46,4,IND,612
General Election,46,4,IND,42
General Election,46,4,IND,20
General Election,46,4,IND,11
General Election,46,4,IND,25
General Election,46,4,IND,118
General Election,46,4,DEM,2381
General Election,46,4,DEM,2167
General Election,46,4,DEM,1093
General Election,46,4,DEM,2232
General Election,46,4,DEM,1975
General Election,46,4,DEM,1944
General Election,47,4,REP,109
General Election,47,4,REP,95
General Election,47,4,REP,123
General Election,47,4,LIB,6
General Election,47,4,LIB,39
General Election,47,4,LIB,28
General Election,47,4,IND,7
General Election,47,4,IND,15
General Election,47,4,IND,50
General Election,47,4,IND,28
General Election,47,4,IND,64
General Election,47,4,IND,19
General Election,47,4,IND,706
General Election,47,4,IND,464
General Election,47,4,IND,115
General Election,47,4,IND,10
General Election,47,4,IND,465
General Election,47,4,IND,164
General Election,47,4,IND,21
General Election,47,4,IND,39
General Election,47,4,IND,11
General Election,47,4,IND,58
General Election,47,4,IND,10
General Election,47,4,IND,23
General Election,47,4,IND,81
General Election,47,4,IND,173
General Election,47,4,IND,24
General Election,47,4,IND,15
General Election,47,4,IND,37
General Election,47,4,IND,32
General Election,47,4,IND,855
General Election,47,4,IND,51
General Election,47,4,IND,155
General Election,47,4,DEM,2798
General Election,47,4,DEM,2488
General Election,47,4,DEM,1277
General Election,47,4,DEM,2622
General Election,47,4,DEM,2230
General Election,47,4,DEM,2181
General Election,48,4,REP,111
General Election,48,4,REP,76
General Election,48,4,REP,113
General Election,48,4,LIB,3
General Election,48,4,LIB,39
General Election,48,4,LIB,17
General Election,48,4,IND,2
General Election,48,4,IND,8
General Election,48,4,IND,26
General Election,48,4,IND,46
General Election,48,4,IND,18
General Election,48,4,IND,23
General Election,48,4,IND,86
General Election,48,4,IND,79
General Election,48,4,IND,17
General Election,48,4,IND,20
General Election,48,4,IND,39
General Election,48,4,IND,21
General Election,48,4,IND,19
General Election,48,4,IND,36
General Election,48,4,IND,145
General Election,48,4,IND,552
General Election,48,4,IND,12
General Election,48,4,IND,79
General Election,48,4,IND,454
General Election,48,4,IND,567
General Election,48,4,IND,28
General Election,48,4,IND,590
General Election,48,4,IND,25
General Election,48,4,IND,31
General Election,48,4,IND,14
General Election,48,4,IND,26
General Election,48,4,IND,143
General Election,48,4,DEM,2417
General Election,48,4,DEM,2145
General Election,48,4,DEM,1129
General Election,48,4,DEM,2206
General Election,48,4,DEM,1925
General Election,48,4,DEM,1810
General Election,49,4,REP,30
General Election,49,4,REP,28
General Election,49,4,REP,31
General Election,49,4,LIB,5
General Election,49,4,LIB,11
General Election,49,4,LIB,11
General Election,49,4,IND,1
General Election,49,4,IND,6
General Election,49,4,IND,13
General Election,49,4,IND,7
General Election,49,4,IND,18
General Election,49,4,IND,7
General Election,49,4,IND,185
General Election,49,4,IND,126
General Election,49,4,IND,30
General Election,49,4,IND,2
General Election,49,4,IND,100
General Election,49,4,IND,57
General Election,49,4,IND,8
General Election,49,4,IND,10
General Election,49,4,IND,7
General Election,49,4,IND,8
General Election,49,4,IND,3
General Election,49,4,IND,20
General Election,49,4,IND,40
General Election,49,4,IND,51
General Election,49,4,IND,6
General Election,49,4,IND,2
General Election,49,4,IND,9
General Election,49,4,IND,14
General Election,49,4,IND,252
General Election,49,4,IND,20
General Election,49,4,IND,49
General Election,49,4,DEM,785
General Election,49,4,DEM,681
General Election,49,4,DEM,337
General Election,49,4,DEM,731
General Election,49,4,DEM,614
General Election,49,4,DEM,606
General Election,51,4,REP,298
General Election,51,4,REP,313
General Election,51,4,REP,426
General Election,51,4,LIB,26
General Election,51,4,LIB,164
General Election,51,4,LIB,68
General Election,51,4,IND,4
General Election,51,4,IND,0
General Election,51,4,IND,55
General Election,51,4,IND,35
General Election,51,4,IND,88
General Election,51,4,IND,65
General Election,51,4,IND,1188
General Election,51,4,IND,288
General Election,51,4,IND,68
General Election,51,4,IND,18
General Election,51,4,IND,1296
General Election,51,4,IND,141
General Election,51,4,IND,30
General Election,51,4,IND,23
General Election,51,4,IND,23
General Election,51,4,IND,32
General Election,51,4,IND,15
General Election,51,4,IND,31
General Election,51,4,IND,79
General Election,51,4,IND,147
General Election,51,4,IND,73
General Election,51,4,IND,19
General Election,51,4,IND,43
General Election,51,4,IND,14
General Election,51,4,IND,975
General Election,51,4,IND,65
General Election,51,4,IND,300
General Election,51,4,DEM,3504
General Election,51,4,DEM,3044
General Election,51,4,DEM,1308
General Election,51,4,DEM,3038
General Election,51,4,DEM,2586
General Election,51,4,DEM,2335
General Election,52,4,REP,88
General Election,52,4,REP,98
General Election,52,4,REP,114
General Election,52,4,LIB,8
General Election,52,4,LIB,41
General Election,52,4,LIB,21
General Election,52,4,IND,0
General Election,52,4,IND,0
General Election,52,4,IND,33
General Election,52,4,IND,31
General Election,52,4,IND,11
General Election,52,4,IND,20
General Election,52,4,IND,67
General Election,52,4,IND,26
General Election,52,4,IND,7
General Election,52,4,IND,7
General Election,52,4,IND,17
General Election,52,4,IND,1
General Election,52,4,IND,5
General Election,52,4,IND,4
General Election,52,4,IND,41
General Election,52,4,IND,510
General Election,52,4,IND,2
General Election,52,4,IND,31
General Election,52,4,IND,155
General Election,52,4,IND,515
General Election,52,4,IND,23
General Election,52,4,IND,369
General Election,52,4,IND,4
General Election,52,4,IND,20
General Election,52,4,IND,6
General Election,52,4,IND,18
General Election,52,4,IND,103
General Election,52,4,DEM,1370
General Election,52,4,DEM,1200
General Election,52,4,DEM,495
General Election,52,4,DEM,1194
General Election,52,4,DEM,1019
General Election,52,4,DEM,907
General Election,53,4,REP,71
General Election,53,4,REP,60
General Election,53,4,REP,74
General Election,53,4,LIB,5
General Election,53,4,LIB,21
General Election,53,4,LIB,14
General Election,53,4,IND,0
General Election,53,4,IND,6
General Election,53,4,IND,16
General Election,53,4,IND,13
General Election,53,4,IND,35
General Election,53,4,IND,16
General Election,53,4,IND,203
General Election,53,4,IND,252
General Election,53,4,IND,46
General Election,53,4,IND,3
General Election,53,4,IND,226
General Election,53,4,IND,52
General Election,53,4,IND,5
General Election,53,4,IND,12
General Election,53,4,IND,8
General Election,53,4,IND,24
General Election,53,4,IND,9
General Election,53,4,IND,12
General Election,53,4,IND,34
General Election,53,4,IND,60
General Election,53,4,IND,14
General Election,53,4,IND,7
General Election,53,4,IND,10
General Election,53,4,IND,16
General Election,53,4,IND,209
General Election,53,4,IND,8
General Election,53,4,IND,70
General Election,53,4,DEM,1087
General Election,53,4,DEM,981
